Name,Agent,State,Notes,Created,Runtime,Sweep,dataset,experiment.comment,experiment.name,model,rigl.const_fan_in,rigl.dense_allocation,training.seed,accuracy,training.dry_run,training.epochs,training.gamma,training.init_lr,training.log_interval,training.lr,training.momentum,training.no_cuda,training.optimizer,training.save_model,training.scheduler,training.step_size,training.test_batch_size,training.warm_up_steps,training.weight_decay,wandb.entity,wandb.project,wandb.start_method,paths.base,Learning Rate,acc,epoch,los,loss,new high score,test,run_id
resnet18_cifar10_sweep_0.3_True,daalrzlx,finished,-,2022-06-04T22:41:57.000Z,7579.0,4hsfzsa9,cifar10,sweep_0.3_True,resnet18_cifar10_sweep_0.3_True,resnet18,True,0.3,7303,0.9528,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.1905247323462739,,,
resnet18_cifar10_sweep_0.2_True,6ydlfue3,finished,-,2022-06-04T21:41:25.000Z,25828.0,4hsfzsa9,cifar10,sweep_0.2_True,resnet18_cifar10_sweep_0.2_True,resnet18,True,0.2,6037,0.9533,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.1812870915276231,,,
resnet18_cifar10_sweep_0.2_True,tks0cie6,finished,-,2022-06-04T21:41:18.000Z,25912.0,4hsfzsa9,cifar10,sweep_0.2_True,resnet18_cifar10_sweep_0.2_True,resnet18,True,0.2,8746,0.9507,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.1920252987091429,,,
resnet18_cifar10_sweep_0.1_True,d5f3e8sf,finished,-,2022-06-04T21:41:11.000Z,25958.0,4hsfzsa9,cifar10,sweep_0.1_True,resnet18_cifar10_sweep_0.1_True,resnet18,True,0.1,42,0.9489,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.1930650494168861,,,
resnet18_cifar10_sweep_0.1_True,u5sy9zeh,finished,-,2022-06-04T21:40:40.000Z,27089.0,4hsfzsa9,cifar10,sweep_0.1_True,resnet18_cifar10_sweep_0.1_True,resnet18,True,0.1,6037,0.9479,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.1964846710632904,,,
resnet18_cifar10_sweep_0.1_True,awufzi7x,finished,-,2022-06-04T20:52:23.000Z,7793.0,4hsfzsa9,cifar10,sweep_0.1_True,resnet18_cifar10_sweep_0.1_True,resnet18,True,0.1,2078,0.9466,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.210523713874293,,,
resnet18_cifar10_sweep_0.1_True,daalrzlx,finished,-,2022-06-04T20:34:44.000Z,7631.0,4hsfzsa9,cifar10,sweep_0.1_True,resnet18_cifar10_sweep_0.1_True,resnet18,True,0.1,7303,0.946,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2069388437237357,,,
resnet18_cifar10_sweep_0.1_True,awufzi7x,finished,-,2022-06-04T18:43:59.000Z,7699.0,4hsfzsa9,cifar10,sweep_0.1_True,resnet18_cifar10_sweep_0.1_True,resnet18,True,0.1,8746,0.9477,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2055989886407856,,,
resnet18_cifar10_sweep_0.05_True,awufzi7x,finished,-,2022-06-04T16:34:28.000Z,7761.0,4hsfzsa9,cifar10,sweep_0.05_True,resnet18_cifar10_sweep_0.05_True,resnet18,True,0.05,42,0.9434,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2249491651003714,,,
resnet18_cifar10_sweep_0.05_True,awufzi7x,finished,-,2022-06-04T14:25:39.000Z,7724.0,4hsfzsa9,cifar10,sweep_0.05_True,resnet18_cifar10_sweep_0.05_True,resnet18,True,0.05,2078,0.9371,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2356525796146335,,,
resnet18_cifar10_sweep_0.05_True,nahsbetr,finished,-,2022-06-04T13:01:23.000Z,26200.0,4hsfzsa9,cifar10,sweep_0.05_True,resnet18_cifar10_sweep_0.05_True,resnet18,True,0.05,7303,0.941,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.21796230714228,,,
resnet18_cifar10_sweep_0.05_True,awufzi7x,finished,-,2022-06-04T12:14:36.000Z,7857.0,4hsfzsa9,cifar10,sweep_0.05_True,resnet18_cifar10_sweep_0.05_True,resnet18,True,0.05,6037,0.945,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2252043984322983,,,
resnet18_cifar10_sweep_0.05_True,awufzi7x,finished,-,2022-06-04T10:04:25.000Z,7806.0,4hsfzsa9,cifar10,sweep_0.05_True,resnet18_cifar10_sweep_0.05_True,resnet18,True,0.05,8746,0.9421,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2211680865933653,,,
resnet18_cifar10_sweep_0.01_True,awufzi7x,finished,-,2022-06-04T07:55:39.000Z,7720.0,4hsfzsa9,cifar10,sweep_0.01_True,resnet18_cifar10_sweep_0.01_True,resnet18,True,0.01,42,0.9146,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2694239603890572,,,
resnet18_cifar10_sweep_0.01_True,nahsbetr,finished,-,2022-06-04T05:47:42.000Z,26018.0,4hsfzsa9,cifar10,sweep_0.01_True,resnet18_cifar10_sweep_0.01_True,resnet18,True,0.01,2078,0.9168,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.264208527975576,,,
resnet18_cifar10_sweep_0.01_True,awufzi7x,finished,-,2022-06-04T05:47:31.000Z,7685.0,4hsfzsa9,cifar10,sweep_0.01_True,resnet18_cifar10_sweep_0.01_True,resnet18,True,0.01,7303,0.9146,False,250.0,0.2,1e-06,10.0,0.1,0.9,,sgd,True,step_lr,30000.0,10.0,5.0,0.0005,condensed-sparsity,condensed-rigl,thread,,0.0008,,250.0,,0.2704243824389297,,,
,,finished,,,,,,,,resnet18,True,0.3,6037,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,1wpb02dh
,,finished,,,,,,,,resnet18,True,0.2,7303,0.9537,,,,,,,,,,,,,,,,,,,,,,,,,,,mqb2j0y3
,,finished,,,,,,,,resnet18,True,0.3,8746,0.954,,,,,,,,,,,,,,,,,,,,,,,,,,,2mbi1968
,,finished,,,,,,,,resnet18,True,0.01,6037,0.9147,,,,,,,,,,,,,,,,,,,,,,,,,,,2o7r4f32
,,finished,,,,,,,,resnet18,True,0.01,8746,0.9083,,,,,,,,,,,,,,,,,,,,,,,,,,,2zghy7cs
,,finished,,,,,,,,resnet18,True,0.2,42,0.9491,,,,,,,,,,,,,,,,,,,,,,,,,,,24ju3o5b
,,finished,,,,,,,,resnet18,True,0.2,2078,0.9531,,,,,,,,,,,,,,,,,,,,,,,,,,,3bu1wts2
,,finished,,,,,,,,wide_resnet22,False,0.1,8746,0.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,200dfvfl
,,finished,,,,,,,,wide_resnet22,True,0.01,42,0.7985,,,,,,,,,,,,,,,,,,,,,,,,,,,z43wsdbk
,,finished,,,,,,,,wide_resnet22,False,0.1,6037,0.9348,,,,,,,,,,,,,,,,,,,,,,,,,,,21ymka9z
,,finished,,,,,,,,wide_resnet22,True,0.05,8746,0.9133,,,,,,,,,,,,,,,,,,,,,,,,,,,20tipo0l
,,finished,,,,,,,,wide_resnet22,False,0.1,7303,0.9331,,,,,,,,,,,,,,,,,,,,,,,,,,,36u2ugju
,,finished,,,,,,,,wide_resnet22,True,0.05,6037,0.9143,,,,,,,,,,,,,,,,,,,,,,,,,,,3ach3s6f
,,finished,,,,,,,,wide_resnet22,False,0.1,2078,0.9299,,,,,,,,,,,,,,,,,,,,,,,,,,,36sa93oj
,,finished,,,,,,,,wide_resnet22,True,0.05,42,0.9159,,,,,,,,,,,,,,,,,,,,,,,,,,,ashld1px
,,finished,,,,,,,,wide_resnet22,False,0.01,8746,0.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,r59jeqa6
,,finished,,,,,,,,wide_resnet22,False,0.1,42,0.9357,,,,,,,,,,,,,,,,,,,,,,,,,,,1idniv9f
